Player,Team,Pos,name,GSIS_ID,Birth_date,season
Jermaine Kearse,NYJ,WR,J.Kearse,00-0029159,1990-02-06,2018
Kenny Stills,MIA,WR,K.Stills,00-0030085,1992-04-22,2018
Taywan Taylor,TEN,WR,T.Taylor,00-0033911,1995-03-02,2018
Ryan Switzer,PIT,WR,R.Switzer,00-0033562,1994-11-04,2018
Ryan Grant,IND,WR,R.Grant,00-0031068,1990-12-19,2018
Chris Hogan,NE,WR,C.Hogan,00-0028237,1987-10-24,2018
Marvin Jones,DET,WR,M.Jones,00-0029293,1990-03-12,2018
Laquon Treadwell,MIN,WR,L.Treadwell,00-0032951,1995-06-14,2018
Michael Gallup,DAL,WR,M.Gallup,00-0034764,1996-03-04,2018
Anthony Miller,CHI,WR,A.Miller,00-0034353,1994-10-09,2018
Chris Conley,KC,WR,C.Conley,00-0032128,1992-10-25,2018
Phillip Dorsett,NE,WR,P.Dorsett,00-0032208,1993-01-05,2018
Will Fuller,HOU,WR,W.Fuller,00-0033127,1994-04-16,2018
DaeSean Hamilton,DEN,WR,D.Hamilton,00-0034370,1995-03-10,2018
Golden Tate,PHI,WR,G.Tate,00-0027891,1988-08-02,2018
Jamison Crowder,WAS,WR,J.Crowder,00-0031941,1993-06-17,2018
Josh Reynolds,LA,WR,J.Reynolds,00-0033943,1995-02-16,2018
Keke Coutee,HOU,WR,K.Coutee,00-0034366,1997-01-14,2018
Maurice Harris,WAS,WR,M.Harris,00-0032362,1992-11-11,2018
Dontrelle Inman,IND,WR,D.Inman,00-0028411,1989-01-31,2018
Tre'Quan Smith,NO,WR,T.Smith,00-0034765,1996-01-07,2018
Robert Foster,BUF,WR,R.Foster,00-0034510,1994-05-07,2018
Zach Pascal,IND,WR,Z.Pascal,00-0033251,1994-12-18,2018
Dante Pettis,SF,WR,D.Pettis,00-0034860,1995-10-23,2018
David Moore,SEA,WR,D.Moore,00-0033589,1995-01-15,2018
Tajae Sharpe,TEN,WR,T.Sharpe,00-0032778,1994-12-23,2018
Trent Taylor,SF,WR,T.Taylor,00-0033292,1994-04-30,2018
Albert Wilson,MIA,WR,A.Wilson,00-0030669,1992-07-12,2018
Pierre Garcon,SF,WR,P.Garcon,00-0026345,1986-08-08,2018
DeVante Parker,MIA,WR,D.Parker,00-0031547,1993-01-20,2018
Bruce Ellington,DET,WR,B.Ellington,00-0031326,1991-08-22,2018
Marquise Goodwin,SF,WR,M.Goodwin,00-0030068,1990-11-19,2018
Tim Patrick,DEN,WR,T.Patrick,00-0033375,1993-11-23,2018
Demaryius Thomas,HOU,WR,D.Thomas,00-0027874,1987-12-25,2018
Demarcus Robinson,KC,WR,D.Robinson,00-0032775,1994-09-21,2018
Jakeem Grant,MIA,WR,J.Grant,00-0032791,1992-10-30,2018
Cordarrelle Patterson,NE,WR,C.Patterson,00-0030578,1991-03-17,2018
John Ross,CIN,WR,J.Ross,00-0033460,1995-11-27,2018
Equanimeous St. Brown,GB,WR,E.Brown,00-0034279,1996-09-30,2018
Geronimo Allison,GB,WR,G.Allison,00-0032626,1994-01-18,2018
DeAndre Carter,HOU,WR,D.Carter,00-0031763,1993-04-10,2018
Alex Erickson,CIN,WR,A.Erickson,00-0032543,1992-11-06,2018
Allen Hurns,DAL,WR,A.Hurns,00-0030821,1991-11-12,2018
Jordan Matthews,PHI,WR,J.Matthews,00-0031299,1992-07-16,2018
Paul Richardson,WAS,WR,P.Richardson,00-0031257,1992-04-13,2018
Martavis Bryant,OAK,WR,M.Bryant,00-0031373,1991-12-20,2018
T.J. Jones,DET,WR,T.Jones,00-0031189,1992-07-19,2018
Chris Moore,BAL,WR,C.Moore,00-0032398,1993-06-16,2018
Trent Sherfield,ARI,WR,T.Sherfield,00-0034487,1996-02-26,2018
Isaiah McKenzie,BUF,WR,I.McKenzie,00-0033466,1995-04-09,2018
Ted Ginn,NO,WR,T.Ginn,00-0025396,1985-04-12,2018
Aldrick Robinson,MIN,WR,A.Robinson,00-0028116,1988-09-24,2018
Torrey Smith,CAR,WR,T.Smith,00-0027996,1989-01-26,2018
Chad Williams,ARI,WR,C.Williams,00-0033933,1994-10-19,2018
Bennie Fowler,NYG,WR,B.Fowler,00-0030670,1991-06-10,2018
Breshad Perriman,CLE,WR,B.Perriman,00-0032054,1993-09-10,2018
James Washington,PIT,WR,J.Washington,00-0034676,1996-04-02,2018
Marcell Ateman,OAK,WR,M.Ateman,00-0034747,1994-09-16,2018
Josh Bellamy,CHI,WR,J.Bellamy,00-0029319,1989-05-18,2018
Jaron Brown,SEA,WR,J.Brown,00-0030300,1990-01-08,2018
D.J. Chark,JAX,WR,D.Chark,00-0034777,1996-09-23,2018
Justin Hardy,ATL,WR,J.Hardy,00-0031570,1991-12-18,2018
Cody Core,CIN,WR,C.Core,00-0032795,1994-04-17,2018
Keith Kirkwood,NO,WR,K.Kirkwood,00-0034317,1994-12-26,2018
Damion Ratley,CLE,WR,D.Ratley,00-0034273,1995-04-16,2018
Travis Benjamin,LAC,WR,T.Benjamin,00-0029269,1989-12-29,2018
Brandon LaFell,OAK,WR,B.LaFell,00-0027681,1986-11-04,2018
Eli Rogers,PIT,WR,E.Rogers,00-0031782,1992-12-23,2018
Darius Jennings,TEN,WR,D.Jennings,00-0031972,1992-06-28,2018
Andy Jones,DET,WR,A.Jones,00-0032707,1994-06-28,2018
Cody Latimer,NYG,WR,C.Latimer,00-0031344,1992-10-10,2018
Brandon Powell,DET,WR,B.Powell,00-0034646,1995-09-12,2018
Deontay Burnett,NYJ,WR,D.Burnett,00-0034653,1997-10-04,2018
Michael Floyd,WAS,WR,M.Floyd,00-0029638,1989-11-27,2018
Marvin Hall,ATL,WR,M.Hall,00-0033094,1993-04-10,2018
Andre Roberts,NYJ,WR,A.Roberts,00-0027691,1988-01-09,2018
Russell Shepard,NYG,WR,R.Shepard,00-0030147,1990-09-17,2018
Austin Carr,NO,WR,A.Carr,00-0033382,1993-12-25,2018
Richie James,SF,WR,R.James,00-0034286,1995-09-05,2018
Cameron Meredith,NO,WR,C.Meredith,00-0031912,1992-09-21,2018
Trey Quinn,WAS,WR,T.Quinn,00-0034339,1995-12-07,2018
Tavon Austin,DAL,WR,T.Austin,00-0030525,1990-03-15,2018
Cameron Batson,TEN,WR,C.Batson,00-0034652,1995-12-20,2018
Jake Kumerow,GB,WR,J.Kumerow,00-0031787,1992-02-17,2018
J.J. Nelson,ARI,WR,J.Nelson,00-0032112,1992-04-24,2018
Kamar Aiken,PHI,WR,K.Aiken,00-0028497,1989-05-30,2018
Brice Butler,MIA,WR,B.Butler,00-0030516,1990-01-29,2018
Russell Gage,ATL,WR,R.Gage,00-0034411,1996-01-22,2018
Rashad Greene,JAX,WR,R.Greene,00-0032170,1992-09-23,2018
Dwayne Harris,OAK,WR,D.Harris,00-0028114,1987-09-16,2018
Marcus Johnson,IND,WR,M.Johnson,00-0032980,1994-08-05,2018
Noah Brown,DAL,WR,N.Brown,00-0033591,1996-01-06,2018
Corey Coleman,NYG,WR,C.Coleman,00-0032966,1994-07-06,2018
Ray-Ray McCloud,BUF,WR,R.McCloud,00-0034407,1996-10-15,2018
Vyncint Smith,HOU,WR,V.Smith,00-0034631,1996-06-09,2018
Chad Beebe,MIN,WR,C.Beebe,00-0034309,1994-06-01,2018
Jawill Davis,NYG,WR,J.Davis,00-0034499,1995-04-06,2018
Auden Tate,CIN,WR,A.Tate,00-0034686,1997-02-03,2018
Kevin White,CHI,WR,K.White,00-0031545,1992-06-25,2018
Bobo Wilson,TB,WR,B.Wilson,00-0033434,1995-01-25,2018
Javon Wims,CHI,WR,J.Wims,00-0034426,1994-09-11,2018
Justin Hunter,PIT,WR,J.Hunter,00-0030521,1991-05-20,2018
Tommylee Lewis,NO,WR,T.Lewis,00-0032881,1992-10-24,2018
Brian Quick,WAS,WR,B.Quick,00-0029640,1989-06-05,2018
De'Anthony Thomas,KC,WR,D.Thomas,00-0031060,1993-01-05,2018
Deonte Thompson,BUF,WR,D.Thompson,00-0029388,1989-02-14,2018
Jalen Tolliver,ARI,WR,J.Tolliver,00-0034489,1995-12-30,2018
Derrick Willies,CLE,WR,D.Willies,00-0034258,1994-10-17,2018
Kelvin Benjamin,KC,WR,K.Benjamin,00-0031359,1991-02-05,2018
Leonte Carroo,MIA,WR,L.Carroo,00-0033060,1994-01-24,2018
KhaDarel Hodge,LA,WR,K.Hodge,00-0034854,1995-01-03,2018
Jeremy Kerley,BUF,WR,J.Kerley,00-0028091,1988-11-08,2018
Rishard Matthews,NYJ,WR,R.Matthews,00-0029580,1989-10-12,2018
J'Mon Moore,GB,WR,J.Moore,00-0034268,1995-05-23,2018
Charone Peake,NYJ,WR,C.Peake,00-0032959,1992-10-16,2018
Terrelle Pryor,BUF,WR,T.Pryor,00-0028825,1989-06-20,2018
Malik Turner,SEA,WR,M.Turner,00-0034867,1996-01-30,2018
Terrance Williams,DAL,WR,T.Williams,00-0030542,1989-09-18,2018
Nick Williams,LA,WR,N.Williams,00-0029848,1990-11-23,2018
Damiere Byrd,CAR,WR,D.Byrd,00-0031868,1993-01-27,2018
Jehu Chesson,WAS,WR,J.Chesson,00-0033464,1993-12-20,2018
Sammie Coates,HOU,WR,S.Coates,00-0032166,1993-03-31,2018
River Cracraft,DEN,WR,R.Cracraft,00-0034054,1994-11-01,2018
Gehrig Dieter,KC,WR,G.Dieter,00-0033474,1993-02-24,2018
Shelton Gibson,PHI,WR,S.Gibson,00-0033573,1995-03-20,2018
Keon Hatcher,OAK,WR,K.Hatcher,00-0033441,1994-09-11,2018
Darrius Heyward-Bey,PIT,WR,D.Heyward-Bey,00-0026983,1987-02-26,2018
Andre Holmes,DEN,WR,A.Holmes,00-0028263,1988-06-16,2018
J.J. Jones,NYJ,WR,J.Jones,00-0034560,1992-12-06,2018
Marcus Kemp,KC,WR,M.Kemp,00-0033481,1995-08-14,2018
Darvin Kidsy,WAS,WR,D.Kidsy,00-0034710,1995-03-19,2018
Allen Lazard,GB,WR,A.Lazard,00-0034521,1995-12-11,2018
Josh Malone,CIN,WR,J.Malone,00-0033859,1996-03-21,2018
Cam Phillips,BUF,WR,C.Phillips,00-0034512,1995-12-16,2018
Justin Watson,TB,WR,J.Watson,00-0034386,1995-04-04,2018
Tim White,BAL,WR,T.White,00-0033379,1994-07-15,2018
Brandon Zylstra,MIN,WR,B.Zylstra,00-0034052,1993-03-25,2018
Geremy Davis,LAC,WR,G.Davis,00-0031953,1992-01-10,2018
Isaiah Ford,MIA,WR,I.Ford,00-0033471,1996-02-09,2018
Johnny Holton,OAK,WR,J.Holton,00-0032935,1991-08-22,2018
Chris Lacy,DET,WR,C.Lacy,00-0034593,1996-01-28,2018
Freddie Martino,TB,WR,F.Martino,00-0030737,1991-09-07,2018
Riley McCarron,NE,WR,R.McCarron,00-0033773,1993-06-16,2018
JoJo Natson,LA,WR,J.Natson,00-0033266,1994-02-01,2018
Mike Wallace,PHI,WR,M.Wallace,00-0026901,1986-08-01,2018
Zach Ertz,PHI,TE,Z.Ertz,00-0030061,1990-11-10,2018
Travis Kelce,KC,TE,T.Kelce,00-0030506,1989-10-05,2018
George Kittle,SF,TE,G.Kittle,00-0033288,1993-10-09,2018
Austin Hooper,ATL,TE,A.Hooper,00-0032392,1994-10-29,2018
Jared Cook,OAK,TE,J.Cook,00-0027061,1987-04-07,2018
Eric Ebron,IND,TE,E.Ebron,00-0031387,1993-04-10,2018
Kyle Rudolph,MIN,TE,K.Rudolph,00-0027981,1989-11-09,2018
David Njoku,CLE,TE,D.Njoku,00-0033885,1996-07-10,2018
Jimmy Graham,GB,TE,J.Graham,00-0027696,1986-11-24,2018
Trey Burton,CHI,TE,T.Burton,00-0030710,1991-10-29,2018
Jordan Reed,WAS,TE,J.Reed,00-0030472,1990-07-03,2018
Vance McDonald,PIT,TE,V.McDonald,00-0030470,1990-06-13,2018
Rob Gronkowski,NE,TE,R.Gronkowski,00-0027656,1989-05-14,2018
Evan Engram,NYG,TE,E.Engram,00-0033881,1994-09-02,2018
C.J. Uzomah,CIN,TE,C.Uzomah,00-0032134,1993-01-14,2018
Chris Herndon,NYJ,TE,C.Herndon,00-0034766,1996-02-23,2018
Ian Thomas,CAR,TE,I.Thomas,00-0034365,1996-06-06,2018
Benjamin Watson,NO,TE,B.Watson,00-0022943,1980-12-18,2018
Mark Andrews,BAL,TE,M.Andrews,00-0034753,1995-09-06,2018
O.J. Howard,TB,TE,O.Howard,00-0033879,1994-11-18,2018
Ricky Seals-Jones,ARI,TE,R.Seals-Jones,00-0033611,1995-03-15,2018
Gerald Everett,LA,TE,G.Everett,00-0033895,1994-06-25,2018
Dallas Goedert,PHI,TE,D.Goedert,00-0034351,1995-01-03,2018
Jeff Heuerman,DEN,TE,J.Heuerman,00-0032227,1992-11-24,2018
Cameron Brate,TB,TE,C.Brate,00-0031273,1991-07-03,2018
Jesse James,PIT,TE,J.James,00-0032135,1994-06-04,2018
Nick Vannett,SEA,TE,N.Vannett,00-0032394,1993-03-06,2018
Antonio Gates,LAC,TE,A.Gates,00-0021547,1980-06-18,2018
Blake Jarwin,DAL,TE,B.Jarwin,00-0033658,1994-07-16,2018
Greg Olsen,CAR,TE,G.Olsen,00-0025418,1985-03-11,2018
Jack Doyle,IND,TE,J.Doyle,00-0030181,1990-05-05,2018
Geoff Swaim,DAL,TE,G.Swaim,00-0032141,1993-09-16,2018
Vernon Davis,WAS,TE,V.Davis,00-0024221,1984-01-31,2018
Rhett Ellison,NYG,TE,R.Ellison,00-0029587,1988-10-03,2018
Ryan Griffin,HOU,TE,R.Griffin,00-0030108,1990-01-11,2018
Tyler Higbee,LA,TE,T.Higbee,00-0033110,1993-01-01,2018
Matt LaCosse,DEN,TE,M.LaCosse,00-0031744,1992-09-21,2018
James O'Shaughnessy,JAX,TE,J.O'Shaughnessy,00-0031951,1992-01-14,2018
Nick Boyle,BAL,TE,N.Boyle,00-0031598,1993-02-17,2018
Jason Croom,BUF,TE,J.Croom,00-0033627,1994-02-28,2018
Mike Gesicki,MIA,TE,M.Gesicki,00-0034829,1995-10-03,2018
Charles Clay,BUF,TE,C.Clay,00-0028112,1989-02-13,2018
Levine Toilolo,DET,TE,L.Toilolo,00-0030443,1991-07-30,2018
Jonnu Smith,TEN,TE,J.Smith,00-0033858,1995-08-22,2018
Jordan Thomas,HOU,TE,J.Thomas,00-0034420,1996-08-02,2018
Anthony Firkser,TEN,TE,A.Firkser,00-0033455,1995-02-19,2018
Virgil Green,LAC,TE,V.Green,00-0028142,1988-08-03,2018
Lance Kendricks,GB,TE,L.Kendricks,00-0027985,1988-01-30,2018
Jordan Akins,HOU,TE,J.Akins,00-0034364,1992-04-19,2018
Josh Hill,NO,TE,J.Hill,00-0030216,1990-05-21,2018
Maxx Williams,BAL,TE,M.Williams,00-0031558,1994-04-12,2018
Tyler Eifert,CIN,TE,T.Eifert,00-0030549,1990-09-08,2018
Luke Stocker,TEN,TE,L.Stocker,00-0028042,1988-07-17,2018
Jordan Leggett,NYJ,TE,J.Leggett,00-0033953,1995-01-31,2018
Hayden Hurst,BAL,TE,H.Hurst,00-0034830,1993-08-24,2018
Luke Willson,DET,TE,L.Willson,00-0030089,1990-01-15,2018
Dan Arnold,NO,TE,D.Arnold,00-0034011,1995-03-15,2018
Ed Dickson,SEA,TE,E.Dickson,00-0027675,1987-07-25,2018
Demetrius Harris,KC,TE,D.Harris,00-0030155,1991-07-29,2018
Dalton Schultz,DAL,TE,D.Schultz,00-0034383,1996-07-11,2018
Logan Thomas,BUF,TE,L.Thomas,00-0031260,1991-07-01,2018
Darren Fells,CLE,TE,D.Fells,00-0029738,1986-04-22,2018
Austin Seferian-Jenkins,JAX,TE,A.Seferian-Jenkins,00-0031418,1992-09-29,2018
Niles Paul,JAX,TE,N.Paul,00-0028093,1989-08-09,2018
Lee Smith,OAK,TE,L.Smith,00-0028097,1987-11-21,2018
Jermaine Gresham,ARI,TE,J.Gresham,00-0027873,1988-06-16,2018
Logan Paulsen,ATL,TE,L.Paulsen,00-0027215,1987-02-26,2018
MyCole Pruitt,TEN,TE,M.Pruitt,00-0031585,1992-03-24,2018
Michael Roberts,DET,TE,M.Roberts,00-0033559,1994-05-07,2018
Scott Simonson,NYG,TE,S.Simonson,00-0031167,1992-04-13,2018
Blake Bell,JAX,TE,B.Bell,00-0032062,1991-08-07,2018
Jake Butt,DEN,TE,J.Butt,00-0033564,1995-07-11,2018
Will Dissly,SEA,TE,W.Dissly,00-0034159,1996-07-08,2018
Nick O'Leary,MIA,TE,N.O'Leary,00-0032117,1992-08-31,2018
Erik Swoope,IND,TE,E.Swoope,00-0030854,1992-05-08,2018
Eric Tomlinson,NYJ,TE,E.Tomlinson,00-0031690,1992-04-22,2018
Mo Alie-Cox,IND,TE,M.Alie-Cox,00-0033217,1993-09-19,2018
Antony Auclair,TB,TE,A.Auclair,00-0033421,1993-05-28,2018
Derek Carrier,OAK,TE,D.Carrier,00-0029119,1990-07-25,2018
Xavier Grimble,PIT,TE,X.Grimble,00-0031035,1992-09-22,2018
David Grinnage,JAX,TE,D.Grinnage,00-0032634,1994-02-04,2018
Durham Smythe,MIA,TE,D.Smythe,00-0034798,1995-08-09,2018
Neal Sterling,NYJ,TE,N.Sterling,00-0032120,1992-01-14,2018
Darren Waller,OAK,TE,D.Waller,00-0031610,1992-09-13,2018
Garrett Celek,SF,TE,G.Celek,00-0028903,1988-05-29,2018
Tyler Conklin,MIN,TE,T.Conklin,00-0034270,1995-07-30,2018
Seth DeValve,CLE,TE,S.DeValve,00-0033080,1993-01-29,2018
David Morgan,MIN,TE,D.Morgan,00-0032430,1993-05-19,2018
Brian Parker,DEN,TE,B.Parker,00-0032089,1992-05-30,2018
Josh Perkins,PHI,TE,J.Perkins,00-0032599,1993-08-05,2018
Eric Saubert,ATL,TE,E.Saubert,00-0033576,1994-05-01,2018
Adam Shaheen,CHI,TE,A.Shaheen,00-0033896,1994-10-24,2018
Jeremy Sprinkle,WAS,TE,J.Sprinkle,00-0033528,1994-08-10,2018
Jacob Hollister,NE,TE,J.Hollister,00-0033387,1993-11-18,2018
Tyler Kroft,CIN,TE,T.Kroft,00-0032214,1992-10-15,2018
Robert Tonyan,GB,TE,R.Tonyan,00-0033757,1994-04-30,2018
Delanie Walker,TEN,TE,D.Walker,00-0024389,1984-08-12,2018
Dwayne Allen,NE,TE,D.Allen,00-0029689,1990-02-24,2018
Ben Braunecker,CHI,TE,B.Braunecker,00-0032661,1994-02-07,2018
Orson Charles,CLE,TE,O.Charles,00-0029414,1991-01-27,2018
A.J. Derby,MIA,TE,A.Derby,00-0031609,1991-09-20,2018
Rico Gathers,DAL,TE,R.Gathers,00-0033054,1994-01-07,2018
Matt Lengel,CIN,TE,M.Lengel,00-0031788,1990-12-27,2018
Marcedes Lewis,GB,TE,M.Lewis,00-0024243,1984-05-19,2018
John Phillips,ARI,TE,J.Phillips,00-0027139,1987-06-11,2018
Alan Cross,TB,TE,A.Cross,00-0032745,1993-07-02,2018
Ross Dwelley,SF,TE,R.Dwelley,00-0034073,1995-01-26,2018
Jordan Franks,CIN,TE,J.Franks,00-0034532,1996-02-01,2018
Chris Manhertz,CAR,TE,C.Manhertz,00-0031484,1992-04-10,2018
Dion Sims,CHI,TE,D.Sims,00-0030422,1991-02-18,2018
Sean Culkin,LAC,TE,S.Culkin,00-0033696,1993-06-11,2018
Matt Flanagan,WAS,TE,M.Flanagan,00-0034101,1995-03-26,2018
Ryan Hewitt,IND,TE,R.Hewitt,00-0030780,1991-01-24,2018
Khari Lee,BUF,TE,K.Lee,00-0031922,1992-01-16,2018
Johnny Mundt,LA,TE,J.Mundt,00-0033246,1994-11-23,2018
Richard Rodgers,PHI,TE,R.Rodgers,00-0031384,1992-01-22,2018
Tyrone Swoopes,SEA,TE,T.Swoopes,00-0033742,1994-11-14,2018
Jerome Cunningham,DET,TE,J.Cunningham,00-0031462,1991-05-25,2018
Darrell Daniels,ARI,TE,D.Daniels,00-0033258,1994-11-22,2018
Jameis Winston,TB,QB,J.Winston,00-0031503,1994-01-06,2019
Dak Prescott,DAL,QB,D.Prescott,00-0033077,1993-07-29,2019
Jared Goff,LA,QB,J.Goff,00-0033106,1994-10-14,2019
Philip Rivers,LAC,QB,P.Rivers,00-0022942,1981-12-08,2019
Matt Ryan,ATL,QB,M.Ryan,00-0026143,1985-05-17,2019
Russell Wilson,SEA,QB,R.Wilson,00-0029263,1988-11-29,2019
Tom Brady,NE,QB,T.Brady,00-0019596,1977-08-03,2019
Derek Carr,OAK,QB,D.Carr,00-0031280,1991-03-28,2019
Carson Wentz,PHI,QB,C.Wentz,00-0032950,1992-12-30,2019
Patrick Mahomes,KC,QB,P.Mahomes,00-0033873,1995-09-17,2019
Aaron Rodgers,GB,QB,A.Rodgers,00-0023459,1983-12-02,2019
Jimmy Garoppolo,SF,QB,J.Garoppolo,00-0031345,1991-11-02,2019
Deshaun Watson,HOU,QB,D.Watson,00-0033537,1995-09-14,2019
Baker Mayfield,CLE,QB,B.Mayfield,00-0034855,1995-04-14,2019
Kyler Murray,ARI,QB,K.Murray,00-0035228,1997-08-07,2019
Kirk Cousins,MIN,QB,K.Cousins,00-0029604,1988-08-19,2019
Ryan Fitzpatrick,MIA,QB,R.Fitzpatrick,00-0023682,1982-11-24,2019
Andy Dalton,CIN,QB,A.Dalton,00-0027973,1987-10-29,2019
Kyle Allen,CAR,QB,K.Allen,00-0034577,1996-03-08,2019
Gardner Minshew,JAX,QB,G.Minshew,00-0035289,1996-05-16,2019
Mitchell Trubisky,CHI,QB,M.Trubisky,00-0033869,1994-08-20,2019
Lamar Jackson,BAL,QB,L.Jackson,00-0034796,1997-01-07,2019
Josh Allen,BUF,QB,J.Allen,00-0034857,1996-05-21,2019
Daniel Jones,NYG,QB,D.Jones,00-0035710,1997-05-27,2019
Sam Darnold,NYJ,QB,S.Darnold,00-0034869,1997-06-05,2019
Drew Brees,NO,QB,D.Brees,00-0020531,1979-01-15,2019
Jacoby Brissett,IND,QB,J.Brissett,00-0033119,1992-12-11,2019
Ryan Tannehill,TEN,QB,R.Tannehill,00-0029701,1988-07-27,2019
Matthew Stafford,DET,QB,M.Stafford,00-0026498,1988-02-07,2019
Joe Flacco,DEN,QB,J.Flacco,00-0026158,1985-01-16,2019
Mason Rudolph,PIT,QB,M.Rudolph,00-0034771,1995-07-17,2019
Case Keenum,WAS,QB,C.Keenum,00-0028986,1988-02-17,2019
Teddy Bridgewater,NO,QB,T.Bridgewater,00-0031237,1992-11-10,2019
Dwayne Haskins,WAS,QB,D.Haskins,00-0035232,1997-05-03,2019
Marcus Mariota,TEN,QB,M.Mariota,00-0032268,1993-10-30,2019
Devlin Hodges,PIT,QB,D.Hodges,00-0035577,1996-04-12,2019
Eli Manning,NYG,QB,E.Manning,00-0022803,1981-01-03,2019
Drew Lock,DEN,QB,D.Lock,00-0035704,1996-11-10,2019
David Blough,DET,QB,D.Blough,00-0035040,1995-07-31,2019
Nick Foles,JAX,QB,N.Foles,00-0029567,1989-01-20,2019
Jeff Driskel,DET,QB,J.Driskel,00-0032436,1993-04-23,2019
Matt Moore,KC,QB,M.Moore,00-0025708,1984-08-09,2019
Matt Schaub,ATL,QB,M.Schaub,00-0022787,1981-06-25,2019
Cam Newton,CAR,QB,C.Newton,00-0027939,1989-05-11,2019
Josh Rosen,MIA,QB,J.Rosen,00-0034343,1997-02-10,2019
Brandon Allen,DEN,QB,B.Allen,00-0032434,1992-09-05,2019
Ryan Finley,CIN,QB,R.Finley,00-0035652,1994-12-26,2019
Chase Daniel,CHI,QB,C.Daniel,00-0026544,1986-10-07,2019
Luke Falk,NYJ,QB,L.Falk,00-0034412,1994-12-28,2019
Brian Hoyer,IND,QB,B.Hoyer,00-0026625,1985-10-13,2019
Matt Barkley,BUF,QB,M.Barkley,00-0030533,1990-09-08,2019
Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924,1982-03-02,2019
Will Grier,CAR,QB,W.Grier,00-0035251,1995-04-03,2019
Robert Griffin III,BAL,QB,R.III,00-0029665,1990-02-12,2019
AJ McCarron,HOU,QB,A.McCarron,00-0031288,1990-09-13,2019
Sean Mannion,MIN,QB,S.Mannion,00-0032245,1992-04-25,2019
Colt McCoy,WAS,QB,C.McCoy,00-0027688,1986-09-05,2019
Mike Glennon,OAK,QB,M.Glennon,00-0030520,1989-12-12,2019
Taysom Hill,NO,QB,T.Hill,00-0033357,1990-08-23,2019
Brett Hundley,ARI,QB,B.Hundley,00-0031589,1993-06-15,2019
Tyrod Taylor,LAC,QB,T.Taylor,00-0028118,1989-08-03,2019
Josh McCown,PHI,QB,J.McCown,00-0021206,1979-07-04,2019
Ryan Griffin,TB,QB,R.Griffin,00-0029857,1989-11-17,2019
Tim Boyle,GB,QB,T.Boyle,00-0034177,1994-10-03,2019
Jarrett Stidham,NE,QB,J.Stidham,00-0035264,1996-08-08,2019
Blake Bortles,LA,QB,B.Bortles,00-0031407,1992-04-28,2019
Trevor Siemian,NYJ,QB,T.Siemian,00-0032156,1991-12-26,2019
Alex Tanney,NYG,QB,A.Tanney,00-0029623,1987-11-11,2019
David Fales,NYJ,QB,D.Fales,00-0031076,1990-10-04,2019
Garrett Gilbert,CLE,QB,G.Gilbert,00-0031395,1991-07-01,2019
Derrick Henry,TEN,RB,D.Henry,00-0032764,1994-01-04,2019
Nick Chubb,CLE,RB,N.Chubb,00-0034791,1995-12-27,2019
Josh Jacobs,OAK,RB,J.Jacobs,00-0035700,1998-02-11,2019
Christian McCaffrey,CAR,RB,C.McCaffrey,00-0033280,1996-06-07,2019
Ezekiel Elliott,DAL,RB,E.Elliott,00-0033045,1995-07-22,2019
Chris Carson,SEA,RB,C.Carson,00-0033594,1994-09-16,2019
Dalvin Cook,MIN,RB,D.Cook,00-0033893,1995-08-10,2019
Kenyan Drake,ARI,RB,K.Drake,00-0033118,1994-01-26,2019
Marlon Mack,IND,RB,M.Mack,00-0033951,1996-03-07,2019
Saquon Barkley,NYG,RB,S.Barkley,00-0034844,1997-02-09,2019
Leonard Fournette,JAX,RB,L.Fournette,00-0033856,1995-01-18,2019
Joe Mixon,CIN,RB,J.Mixon,00-0033897,1996-07-24,2019
Mark Ingram,BAL,RB,M.Ingram,00-0027966,1989-12-21,2019
Aaron Jones,GB,RB,A.Jones,00-0033293,1994-12-02,2019
Carlos Hyde,HOU,RB,C.Hyde,00-0031045,1990-09-20,2019
Devin Singletary,BUF,RB,D.Singletary,00-0035250,1997-09-03,2019
Phillip Lindsay,DEN,RB,P.Lindsay,00-0034109,1994-07-24,2019
Bo Scarbrough,DET,RB,B.Scarbrough,00-0034432,1996-09-29,2019
Adrian Peterson,WAS,RB,A.Peterson,00-0025394,1985-03-21,2019
Todd Gurley,LA,RB,T.Gurley,00-0032241,1994-08-03,2019
Sony Michel,NE,RB,S.Michel,00-0034845,1995-02-17,2019
Alvin Kamara,NO,RB,A.Kamara,00-0033906,1995-07-25,2019
David Montgomery,CHI,RB,D.Montgomery,00-0035685,1997-06-07,2019
Le'Veon Bell,NYJ,RB,L.Bell,00-0030496,1992-02-18,2019
Jordan Howard,PHI,RB,J.Howard,00-0032780,1994-11-02,2019
Miles Sanders,PHI,RB,M.Sanders,00-0035243,1997-05-01,2019
Melvin Gordon,LAC,RB,M.Gordon,00-0032144,1993-04-13,2019
Kerryon Johnson,DET,RB,K.Johnson,00-0034349,1997-06-30,2019
Derrius Guice,WAS,RB,D.Guice,00-0034358,1997-06-21,2019
Raheem Mostert,SF,RB,R.Mostert,00-0031687,1992-04-09,2019
Matt Breida,SF,RB,M.Breida,00-0033308,1995-02-28,2019
Devonta Freeman,ATL,RB,D.Freeman,00-0031285,1992-03-15,2019
James Conner,PIT,RB,J.Conner,00-0033553,1995-05-05,2019
